project_name,repo_url,created_date,hackathon_name,bounty_title,org,gitcoin/buidlbox
Stiff Money (DEED),https://github.com/BooneTB/StiffMoney,2021-02-18 19:16:23.368749+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
HDMerchantWallet,https://github.com/chukwuemekanweke/HDMerchantWallet,2021-02-18 18:32:06.279746+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
Blockchain Battleship,https://github.com/EbubeUd/blockchain-battleship.git,2021-02-18 17:29:51.898502+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
Asset Tokenizer,https://github.com/neelkanthbits/Asset-Tokenizer,2021-02-18 16:10:52.216875+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
AutoWallet,https://github.com/pscrypt/autowallet-service,2021-02-18 14:49:07.943982+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
Bermuda Triangle Cash,https://github.com/RyuuzakiEru/bermuda-core,2021-02-16 17:19:33.458298+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
Merkle Starter,https://github.com/maxdaniel197/merklestarter,2021-02-18 01:37:03.657578+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
Suitcase,https://github.com/chronologic/suitcase,2021-02-17 17:16:47.191581+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
PlanU,https://github.com/planudev,2021-02-01 09:34:46.545752+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
aave 100k avax,https://github.com/spacealnz8we/new-inovation-android-laborer.git,2021-02-17 09:20:33.113618+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
DeBactria,https://github.com/yoandresaav/DeBactria,2021-02-17 00:45:58.711064+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
BSC-Escrow,https://github.com/rotcivegaf/BSC-Escrow,2021-02-02 18:39:55.655336+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
Float Capital,https://github.com/avolabs-io/float-contracts,2021-02-16 19:02:21.949403+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
Wise Safe (Gnosis Safe for BSC),https://github.com/vporton/open-bsc,2021-02-16 14:41:43.590924+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
aicb,https://github.com/debilionia/aicb,2021-02-16 11:05:14.218965+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
DexPool,https://github.com/DigiU-Lab/DexPool,2021-02-15 10:27:34.385107+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
Gasless Wallet,https://github.com,2021-02-16 03:02:33.302834+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
Binance Hackathon: The Future Is Now,https://github.com/binancex/Grant-projects/issues/17,2021-02-16 03:01:48.769599+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
LittleJohn.exchange,https://github.com/kuyawa/littlejohn,2021-02-15 20:56:58.148774+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
kero,https://github.com/mevlanaayas/kero,2021-02-15 20:09:15.952694+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
Ghoulash,https://github.com/mul1sh/ghoulash,2021-02-15 16:47:11.881072+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
Binance Hackathon,https://github.com/binancex/Grant-projects/issues/17,2021-02-15 10:41:00.343738+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
cryptalk,https://github.com/inceabdullah/coingeciyomu/projects/1,2021-02-14 15:57:54.160327+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
Gearbox protocol,https://github.com/MikaelLazarev/gearbox,2021-02-14 14:44:03.362648+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
Didi coin,https://gitcoin.co/login/github/?next=/hackathon/binance/onboard?utm_source=app&amp;utm_medium=banner&amp;utm_campaign=gitcoinhackathon?registration=binance&amp;referer,2021-02-14 12:03:38.638957+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
BSC and Nightfall,https://github.com/sprect8/nightfall,2021-02-14 11:15:22.854364+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
Monalisa: NFT-based Digital Artwork Marketplace for Binance SmartChain,https://github.com/bschackathon/digi_market,2021-02-13 21:30:46.119899+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
Maxon (MXN),https://github.com/untelligent1/Maxon-MXN-,2021-02-13 16:50:50.50517+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
BSCWhaleAlert,https://github.com/confbot/bscwhalealert,2021-02-13 08:49:15.415766+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
HotpotSwap,https://github.com/pisuthd/hotpotswap,2021-02-10 02:29:56.671915+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
CMT HUB,https://github.com/cmtradepro/cmtfarm,2021-02-13 03:40:42.036259+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
NFT Binance Drop,https://github.com/BlockchainBear,2021-02-12 21:40:34.947561+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
i don't know for this answer,https://github.com/flookkrup/unwaterAnimation,2021-02-12 12:46:20.448623+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
Future Salaries,https://github.com/vporton/donations,2021-01-27 12:25:11.890087+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
APY.Vision,https://github.com/apyvision,2021-02-11 22:47:57.766205+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
DexIt,https://github.com/dexit-crypto/dexit,2021-02-03 08:27:52.804596+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
On Chain Order Book Matching Engine - Over The Counter Market,https://github.com/thefutureisnow-hackathon/binance-meets-defi-dashboard,2021-01-25 18:00:32.233305+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
Monumental Maintenance,https://github.com/ya98/monumental,2021-02-11 13:25:24.058134+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
NinjaSwap,https://github.com/ptPrometheus/binance-hackathon,2021-02-11 11:31:17.342657+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
OrderX.Exchange,https://github.com/Usman75/order-x,2021-02-11 09:50:43.533683+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
X future,https://github.com/samansarkohaki/xfuture,2021-02-10 22:26:46.284957+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
nft,https://github.com/rezahsnz/nft,2021-01-26 07:42:03.435029+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
decentralized/incentivized product review system,https://github.com/k2m5t2/dec-inc-rev-sys,2021-02-10 06:12:52.278848+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
tokenchop,https://github.com/notecprime/tokenchop,2021-02-09 17:48:59.955474+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
CryptoBets,https://github.com/aggreyeric/CryptoBets,2021-02-09 01:18:33.139233+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
Revoke.cash for Binance Smart Chain,https://github.com/rkalis/revoke.cash,2021-02-08 13:45:06.504183+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
WanderNFT,http://github.com,2021-02-07 18:31:01.67409+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
YouBank VC,https://github.com/ixc-software/,2021-02-07 13:27:11.214093+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
DeTest,https://github.com/Code-Log/detest,2021-02-06 17:14:44.132495+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
Ritual Token,https://github.com/hvdson/ritual-token/,2021-02-06 02:40:20.780501+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
CryptoSaver,https://www.github.com,2021-02-06 00:02:12.630832+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
Ethereal's Chronicles Game,https://github.com/luckyr13/ethereal-bnb,2021-02-04 17:47:39.607711+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
DexDelegator,https://github.com/tuff-knight/DexDelegator,2021-02-03 08:29:07.587222+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
Benatrade Exchange,https://www.github.com/jamite,2021-02-03 05:05:25.27811+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
Explore Defi possibilities with Binance SmartChain,https://github.com/sanjeevkumar761/bschackathon,2021-02-02 12:29:43.50193+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
Dating WebApp,https://github.com/Agin-DropDisco/Binance-Hackathon,2021-02-02 07:33:07.620183+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
Insurance Tech,https://github.com/lakshayrock,2021-02-02 04:29:35.67528+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
HEO,https://github.com/grishick/heo-eth,2021-02-02 00:30:15.450488+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
InfinityCrypto,https://github.com/InfinityWallet/InfinityCrypto-Core,2021-01-31 22:45:37.768978+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
Fork of OpenEthereum for BSC,https://github.com/vporton/open-bsc,2021-01-28 05:45:11.623338+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
AlphaX,https://github.com,2021-01-27 23:50:56.965595+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
Binance Faucet Bot for Discord,https://github.com/aadorian/BinanceBot.git,2021-01-27 15:54:17.380211+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
Freeze Crypto,https://github.com/jointerinc/Frozen-Tokens,2021-01-27 14:11:16.558394+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
NoTalent,https://github.com/tyhtao1990/binance-hackthon.git,2021-01-25 13:45:16.155865+00,Binance Hackathon: The Future Is Now,Binance Hackathon: The Future Is Now,binancex,gitcoin
NFT Museum,https://github.com/dhruv10/nft-museum,2021-04-09 21:52:41.933767+00,Make it Mobile Hackathon with Celo,Mobilize DeFi: Mega Prize!,celo-org,gitcoin
Helpi,https://github.com/helpicelo,2021-03-25 03:39:44.328248+00,Make it Mobile Hackathon with Celo,Mobilize DeFi: Mega Prize!,celo-org,gitcoin
SmartLoan: A DeFi Solution to Student Loan,https://github.com/Asvoria/pineapple_token,2021-03-15 17:17:16.766439+00,Make it Mobile Hackathon with Celo,Mobilize DeFi: Mega Prize!,celo-org,gitcoin
poof.cash,https://github.com/poofcash,2021-03-15 22:13:29.042783+00,Make it Mobile Hackathon with Celo,Mobilize DeFi: Mega Prize!,celo-org,gitcoin
Zapote,https://github.com/chews/ZapoteMachine,2021-03-07 00:31:41.810696+00,Make it Mobile Hackathon with Celo,Mobilize DeFi: Mega Prize!,celo-org,gitcoin
Celo Spin,https://github.com/azizyano/celo-spin,2021-03-11 01:07:44.538349+00,Make it Mobile Hackathon with Celo,Mobilize DeFi: Mega Prize!,celo-org,gitcoin
Mobile First Defi Market,https://github.com/ivankragoff/MobileFirstDefiMarket,2021-03-16 16:19:10.144255+00,Make it Mobile Hackathon with Celo,Mobilize DeFi: Mega Prize!,celo-org,gitcoin
celodapp,https://github.com/PhoenixTechAfrica/celodapp,2021-04-15 06:54:32.922666+00,Make it Mobile Hackathon with Celo,Mobilize DeFi: Mega Prize!,celo-org,gitcoin
Celo SMS Smart Wallet,https://github.com/clevernyyyy/celo-sms,2021-04-13 05:14:25.63833+00,Make it Mobile Hackathon with Celo,Mobilize DeFi: Mega Prize!,celo-org,gitcoin
Centro | Celo DeFi Center,https://github.com/Open-C/Centro,2021-04-15 06:11:10.186808+00,Make it Mobile Hackathon with Celo,Mobilize DeFi: Mega Prize!,celo-org,gitcoin
Reservation NFT,https://github.com/ysongh/Reservation-NFT,2021-04-12 03:14:57.343104+00,Make it Mobile Hackathon with Celo,Mobilize DeFi: Mega Prize!,celo-org,gitcoin
Mark-at!,https://github.com/BEYOND-Ewha-Yonsei/Mark-at,2021-04-15 02:12:24.34869+00,Make it Mobile Hackathon with Celo,Mobilize DeFi: Mega Prize!,celo-org,gitcoin
Loanr,https://github.com/avalonche/loaner-celo,2021-04-15 01:32:02.862861+00,Make it Mobile Hackathon with Celo,Mobilize DeFi: Mega Prize!,celo-org,gitcoin
One-time paywall for Celo,https://github.com/secretshardul/react-celo-paywall,2021-04-14 18:00:56.970039+00,Make it Mobile Hackathon with Celo,Mobilize DeFi: Mega Prize!,celo-org,gitcoin
CELO NFT Market,https://github.com/NeoSPU/celo_nft_market,2021-04-14 10:03:44.223056+00,Make it Mobile Hackathon with Celo,Mobilize DeFi: Mega Prize!,celo-org,gitcoin
tokenShop- Ecommerce Aggregator,https://github.com/t-phoenix/tokenshop,2021-04-07 23:17:50.784659+00,Make it Mobile Hackathon with Celo,Mobilize DeFi: Mega Prize!,celo-org,gitcoin
Test,https://github.com/impactMarket/mobile-app,2021-04-13 17:46:30.2434+00,Make it Mobile Hackathon with Celo,Mobilize DeFi: Mega Prize!,celo-org,gitcoin
Mark-at!,https://github.com/BEYOND-Ewha-Yonsei/Mark-at/blob/master/README.md,2021-04-13 11:28:16.039349+00,Make it Mobile Hackathon with Celo,Mobilize DeFi: Mega Prize!,celo-org,gitcoin
Mark-At!,https://github.com/BEYOND-Ewha-Yonsei/Mark-at,2021-04-13 09:33:18.876545+00,Make it Mobile Hackathon with Celo,Mobilize DeFi: Mega Prize!,celo-org,gitcoin
BlockCelo Pro,https://github.com/aadorian/blockCeloPro.git,2021-03-08 17:00:14.464438+00,Make it Mobile Hackathon with Celo,Mobilize DeFi: Mega Prize!,celo-org,gitcoin
Draft,https://github.com/clevernyyyy/celo-sms,2021-04-13 04:58:01.003862+00,Make it Mobile Hackathon with Celo,Mobilize DeFi: Mega Prize!,celo-org,gitcoin
The Box: collect money for any goal,https://github.com/bakoushin/celo-box,2021-04-12 19:59:27.553609+00,Make it Mobile Hackathon with Celo,Mobilize DeFi: Mega Prize!,celo-org,gitcoin
Black Magic,https://github.com/cult-leader-en/black-magic,2021-03-05 17:16:12.632352+00,Make it Mobile Hackathon with Celo,Mobilize DeFi: Mega Prize!,celo-org,gitcoin
Celo-Lotto,https://github.com/L-KH/celo-lotto,2021-04-11 12:59:04.193297+00,Make it Mobile Hackathon with Celo,Mobilize DeFi: Mega Prize!,celo-org,gitcoin
NFTable,https://github.com/nikbhintade/NFT-lender,2021-04-05 10:29:06.827148+00,Make it Mobile Hackathon with Celo,Mobilize DeFi: Mega Prize!,celo-org,gitcoin
Coperacha,https://github.com/Alex-Neo-Projects/Coperacha-app,2021-03-31 02:58:04.261403+00,Make it Mobile Hackathon with Celo,Mobilize DeFi: Mega Prize!,celo-org,gitcoin
Lottery ,https://github.com/etherforyou/Lottery-celo,2021-04-06 10:28:54.884272+00,Make it Mobile Hackathon with Celo,Mobilize DeFi: Mega Prize!,celo-org,gitcoin
Green Deeds,https://github.com/BrittanyDeventer/green-deeds-celo,2021-03-31 10:45:11.832876+00,Make it Mobile Hackathon with Celo,Mobilize DeFi: Mega Prize!,celo-org,gitcoin
Vocadit,https://github.com/vocadit/vocadit,2021-03-10 23:23:18.480991+00,Make it Mobile Hackathon with Celo,Mobilize DeFi: Mega Prize!,celo-org,gitcoin
Coin of Grace,https://github.com/thoms994/versionOne/tree/main,2021-03-27 21:13:40.102652+00,Make it Mobile Hackathon with Celo,Mobilize DeFi: Mega Prize!,celo-org,gitcoin
quadratic.land,https://github.com/quadratic-land,2021-03-22 21:42:54.016697+00,Make it Mobile Hackathon with Celo,Mobilize DeFi: Mega Prize!,celo-org,gitcoin
EcoPals,https://github.com/technicallyty/EcoPals,2021-03-19 17:44:50.213823+00,Make it Mobile Hackathon with Celo,Mobilize DeFi: Mega Prize!,celo-org,gitcoin
Crypech,https://github.com/celo-org/celo-blockchain/pulls,2021-03-17 17:37:18.610255+00,Make it Mobile Hackathon with Celo,Mobilize DeFi: Mega Prize!,celo-org,gitcoin
Marketing bonus,https://github.com/pmhieu111,2021-03-16 18:15:55.856914+00,Make it Mobile Hackathon with Celo,Mobilize DeFi: Mega Prize!,celo-org,gitcoin
zmy,https://github.com/zhoumengyao2/gitcoin,2021-03-14 08:23:58.184114+00,Make it Mobile Hackathon with Celo,Mobilize DeFi: Mega Prize!,celo-org,gitcoin
poof.cash,https://github.com/poofcash/tornado-core,2021-03-14 01:59:13.104229+00,Make it Mobile Hackathon with Celo,Mobilize DeFi: Mega Prize!,celo-org,gitcoin
poof.cash,https://github.com/poofcash/tornado-core,2021-03-14 01:59:07.382563+00,Make it Mobile Hackathon with Celo,Mobilize DeFi: Mega Prize!,celo-org,gitcoin
fcqjfcqj,https://github.com/fcqjfcqj/celo-blockchain,2021-03-13 01:38:51.807198+00,Make it Mobile Hackathon with Celo,Mobilize DeFi: Mega Prize!,celo-org,gitcoin
